window_id,H_S,H_Sp,MI,P,H_f,H_b,Delta_H
161,3.9153111015307718,3.9206089493917724,3.62539091753563,0.4626630815495371,0.29521803185614237,0.28992018399514174,0.005297847861000626
162,3.9024988327751355,3.8894435545070634,3.6076847220089494,0.4630019759767881,0.28175883249811395,0.29481411076618613,-0.013055278268072179
163,3.5199812875472145,3.511464649271314,3.2774298483092594,0.46611036730692357,0.2340348009620543,0.24255143923795464,-0.008516638275900323
164,3.259829589219731,3.25850888791544,3.0487284397114514,0.4677155766620111,0.209780448203988,0.2111011495082793,-0.001320701304291294
165,3.031202793022302,3.037709926606088,2.8436483855733257,0.46855977618136635,0.19406154103276219,0.18755440744897633,0.006507133583785851
166,2.679565964284545,2.671763747721666,2.5336596910019527,0.47346357398189265,0.1381040567197127,0.14590627328259176,-0.00780221656287905
167,2.5523453405777365,2.54432247313897,2.4064302775422926,0.472157567551459,0.13789219559667742,0.145915063035444,-0.008022867438766568
168,2.4762792629606585,2.4800069100746174,2.353048111330477,0.4747603405413228,0.12695879874413984,0.12323115163018095,0.0037276471139588985
169,2.227859673187035,2.228830818794464,2.134278423064077,0.47889312190381667,0.09455239573038732,0.09358125012295826,0.0009711456074290581
170,2.3729474610440153,2.366137439125315,2.2542610475293285,0.47567433270688664,0.11187639159598639,0.11868641351468678,-0.006810021918700393
171,1.8593708947909007,1.872590050221542,1.773949070678802,0.47533966641574477,0.09864097954273987,0.08542182411209853,0.013219155430641338
172,1.6410622237644745,1.6260882453081433,1.5606570046227002,0.47768139833048257,0.06543124068544337,0.08040521914177456,-0.014973978456331194
173,1.8908897464276073,1.8881546646297072,1.7930661557286398,0.4744760740260709,0.09508850890106713,0.09782359069896729,-0.002735081797900163
174,2.188411375476759,2.1939717929425036,2.0775066456080564,0.4740586493164674,0.11646514733444713,0.11090472986870248,0.005560417465744649
175,2.2457717701591293,2.2480273045046495,2.135348315505001,0.47517663340672733,0.11267898899964823,0.11042345465412806,0.0022555343455201715
176,2.8884795065216164,2.89823089781798,2.7108393526892884,0.46845948099569035,0.18739154512869094,0.17764015383232756,0.009751391296363376
177,3.4273435340845837,3.4363177338477815,3.1976730067120056,0.4658844429942687,0.23864472713577545,0.22967052737257765,0.008974199763197799
178,3.8420027165641852,3.8429222041233544,3.5414620670097943,0.4608323573176762,0.3014601371135597,0.3005406495543905,0.000919487559169152
179,4.402674975758101,4.399122750178924,4.029788435260548,0.45783697384746974,0.3693343149183752,0.37288654049755277,-0.003552225579177559
180,4.381059770599812,4.379394057415526,4.022310449212482,0.45914407269055013,0.35708360820304375,0.3587493213873296,-0.0016657131842858774
181,3.9850791329930044,3.9735155071362187,3.6732441372371696,0.4615443182287178,0.3002713698990491,0.31183499575583484,-0.01156362585678572
182,3.6466082083735736,3.6349853140360544,3.386036003349687,0.46501304871370774,0.24894931068636694,0.2605722050238861,-0.011622894337519174
183,3.184705743337504,3.180086185577588,2.997160789360537,0.4708969001397374,0.18292539621705162,0.18754495397696758,-0.00461955775991596
184,2.634571007712735,2.638500587031981,2.486635371358944,0.47157246524723684,0.15186521567303624,0.14793563635379048,0.003929579319245757
185,2.1995095571133896,2.188462086962363,2.0834199616387794,0.47480251255762485,0.10504212532358403,0.11608959547461062,-0.011047470151026584
186,1.7922046788701602,1.7918036722300839,1.7148621345908681,0.4784760431890254,0.07694153763921552,0.07734254427929188,-0.00040100664007636233
187,1.5391396293932753,1.5365384045544213,1.4837263795435727,0.48240627372793604,0.052812025010848584,0.05541324984970264,-0.002601224838854055
188,1.7666633631636512,1.7715765734590432,1.6955369709570036,0.47920350268145473,0.07603960250203956,0.07112639220664763,0.004913210295391934
189,2.4694600277130707,2.470779894184732,2.3394516149720603,0.47355020241068685,0.13132827921267154,0.13000841274101038,0.0013198664716611574
190,2.591323985375068,2.5919535171284487,2.4632638261441033,0.47523286664747355,0.12868969098434535,0.12806015923096448,0.0006295317533808742
