t,theta1,theta2,omega1,omega2,KE1,KE2,PE1,PE2,TotalE
4.742,1.887292356,1.52964353,-0.546560049,1.350523148,0.149363943,0.369886118,12.86325011,22.26965512,35.65215529
4.743,1.886741252,1.530993463,-0.555649675,1.349344713,0.154373281,0.361921337,12.85811184,22.27774884,35.65215529
4.744,1.886181055,1.532342224,-0.564744832,1.348179936,0.159468362,0.354053032,12.85288784,22.28574606,35.65215529
4.745,1.88561176,1.533689828,-0.573845621,1.347028952,0.164649398,0.346281076,12.84757802,22.29364679,35.65215529
4.746,1.885033362,1.535036287,-0.582952145,1.345891897,0.169916602,0.338605343,12.84218229,22.30145106,35.65215529
4.747,1.884445854,1.536381616,-0.592064504,1.344768902,0.175270188,0.331025707,12.83670053,22.30915886,35.65215529
4.748,1.883849231,1.537725829,-0.601182798,1.343660097,0.180710378,0.323542037,12.83113266,22.31677021,35.65215529
4.749,1.883243486,1.539068941,-0.610307125,1.342565609,0.186237393,0.316154204,12.82547857,22.32428513,35.65215529
4.75,1.882628615,1.540410965,-0.619437582,1.341485562,0.191851459,0.308862075,12.81973814,22.33170361,35.65215529
4.751,1.882004609,1.541751917,-0.628574264,1.340420079,0.197552803,0.301665519,12.81391128,22.33902568,35.65215529
4.752,1.881371464,1.543091811,-0.637717268,1.339369278,0.203341657,0.294564401,12.80799789,22.34625135,35.65215529
4.753,1.880729173,1.544430661,-0.646866684,1.338333278,0.209218253,0.287558586,12.80199784,22.35338062,35.65215529
4.754,1.880077728,1.545768482,-0.656022606,1.337312191,0.21518283,0.280647938,12.79591102,22.3604135,35.65215529
4.755,1.879417125,1.54710529,-0.665185123,1.33630613,0.221235624,0.273832321,12.78973734,22.36735001,35.65215529
4.756,1.878747356,1.548441099,-0.674354324,1.335315202,0.227376877,0.267111596,12.78347667,22.37419015,35.65215529
4.757,1.878068414,1.549775925,-0.683530298,1.334339513,0.233606834,0.260485626,12.77712889,22.38093394,35.65215529
4.758,1.877380293,1.551109784,-0.692713129,1.333379167,0.239925739,0.253954271,12.7706939,22.38758138,35.65215529
4.759,1.876682986,1.552442689,-0.701902902,1.332434262,0.246333842,0.247517391,12.76417157,22.39413249,35.65215529
4.76,1.875976485,1.553774657,-0.711099699,1.331504896,0.252831391,0.241174847,12.75756178,22.40058727,35.65215529
4.761,1.875260784,1.555105704,-0.720303602,1.330591162,0.25941864,0.234926497,12.75086442,22.40694573,35.65215529
4.762,1.874535875,1.556435845,-0.729514691,1.32969315,0.266095842,0.228772201,12.74407937,22.41320788,35.65215529
4.763,1.873801752,1.557765096,-0.738733042,1.328810948,0.272863254,0.222711818,12.73720649,22.41937373,35.65215529
4.764,1.873058407,1.559093472,-0.747958732,1.327944639,0.279721132,0.216745205,12.73024567,22.42544328,35.65215529
4.765,1.872305832,1.56042099,-0.757191834,1.327094305,0.286669737,0.210872223,12.72319678,22.43141655,35.65215529
4.766,1.871544021,1.561747666,-0.766432422,1.326260022,0.293709329,0.20509273,12.71605969,22.43729354,35.65215529
4.767,1.870772965,1.563073516,-0.775680565,1.325441864,0.30084017,0.199406583,12.70883428,22.44307426,35.65215529
4.768,1.869992657,1.564398555,-0.784936332,1.324639901,0.308062523,0.193813643,12.70152042,22.44875871,35.65215529
4.769,1.86920309,1.565722801,-0.794199789,1.323854199,0.315376653,0.18831377,12.69411797,22.4543469,35.65215529
4.77,1.868404255,1.567046269,-0.803471002,1.323084822,0.322782825,0.182906821,12.68662681,22.45983883,35.65215529
4.771,1.867596145,1.568368976,-0.812750031,1.322331829,0.330281307,0.17759266,12.67904681,22.46523452,35.65215529
4.772,1.866778752,1.569690938,-0.822036938,1.321595274,0.337872364,0.172371146,12.67137782,22.47053396,35.65215529
4.773,1.865952068,1.571012172,-0.831331781,1.32087521,0.345556265,0.167242141,12.66361972,22.47573716,35.65215529
4.774,1.865116086,1.572332694,-0.840634616,1.320171683,0.353333279,0.162205508,12.65577237,22.48084413,35.65215529
4.775,1.864270797,1.573652521,-0.849945496,1.319484738,0.361203673,0.157261112,12.64783564,22.48585486,35.65215529
4.776,1.863416192,1.574971669,-0.859264472,1.318814413,0.369167717,0.152408818,12.63980938,22.49076937,35.65215529
4.777,1.862552265,1.576290155,-0.868591595,1.318160743,0.377225679,0.147648492,12.63169347,22.49558765,35.65215529
4.778,1.861679006,1.577607996,-0.87792691,1.31752376,0.38537783,0.142980001,12.62348775,22.50030971,35.65215529
4.779,1.860796408,1.578925208,-0.887270462,1.316903489,0.393624437,0.138403215,12.61519209,22.50493554,35.65215529
4.78,1.859904463,1.580241809,-0.896622293,1.316299954,0.401965768,0.133918007,12.60680636,22.50946516,35.65215529
4.781,1.859003161,1.581557814,-0.905982442,1.315713171,0.410402093,0.129524247,12.5983304,22.51389855,35.65215529
4.782,1.858092495,1.582873241,-0.915350946,1.315143155,0.418933677,0.125221812,12.58976408,22.51823572,35.65215529
4.783,1.857172456,1.584188106,-0.924727838,1.314589913,0.427560787,0.121010578,12.58110725,22.52247667,35.65215529
4.784,1.856243036,1.585502426,-0.93411315,1.314053449,0.436283689,0.116890425,12.57235977,22.5266214,35.65215529
4.785,1.855304227,1.586816218,-0.943506911,1.313533762,0.445102646,0.112861234,12.5635215,22.53066991,35.65215529
4.786,1.85435602,1.588129499,-0.952909146,1.313030846,0.454017921,0.108922891,12.55459229,22.53462219,35.65215529
4.787,1.853398406,1.589442285,-0.962319879,1.31254469,0.463029775,0.105075281,12.54557199,22.53847824,35.65215529
4.788,1.852431377,1.590754594,-0.97173913,1.312075279,0.472138468,0.101318295,12.53646046,22.54223806,35.65215529
4.789,1.851454925,1.592066442,-0.981166915,1.311622592,0.481344258,0.097651827,12.52725756,22.54590165,35.65215529
4.79,1.850469041,1.593377845,-0.990603249,1.311186601,0.490647399,0.094075771,12.51796313,22.54946899,35.65215529
4.791,1.849473716,1.59468882,-1.000048144,1.310767276,0.500048145,0.090590029,12.50857703,22.55294009,35.65215529
4.792,1.848468941,1.595999385,-1.009501606,1.31036458,0.509546747,0.087194502,12.49909911,22.55631493,35.65215529
4.793,1.847454709,1.597309555,-1.018963642,1.30997847,0.519143452,0.083889099,12.48952922,22.55959352,35.65215529
4.794,1.846431011,1.598619347,-1.028434252,1.309608898,0.528838505,0.08067373,12.47986722,22.56277584,35.65215529
4.795,1.845397838,1.599928778,-1.037913435,1.309255812,0.538632149,0.07754831,12.47011295,22.56586188,35.65215529
4.796,1.844355182,1.601237864,-1.047401186,1.308919151,0.548524622,0.074512757,12.46026627,22.56885164,35.65215529
4.797,1.843303033,1.602546622,-1.056897497,1.30859885,0.558516159,0.071566997,12.45032703,22.5717451,35.65215529
4.798,1.842241384,1.603855068,-1.066402355,1.308294839,0.568606992,0.068710957,12.44029508,22.57454226,35.65215529
4.799,1.841170225,1.605163217,-1.075915747,1.308007041,0.578797347,0.065944571,12.43017027,22.5772431,35.65215529
4.8,1.840089549,1.606471087,-1.085437653,1.307735372,0.589087449,0.063267776,12.41995245,22.57984762,35.65215529
4.801,1.838999347,1.607778693,-1.09496805,1.307479743,0.599477515,0.060680517,12.40964147,22.58235579,35.65215529
4.802,1.83789961,1.609086052,-1.104506912,1.307240059,0.60996776,0.058182742,12.39923718,22.58476761,35.65215529
4.803,1.836790331,1.610393179,-1.114054211,1.307016219,0.620558392,0.055774406,12.38873944,22.58708305,35.65215529
4.804,1.835671499,1.611700089,-1.123609911,1.306808113,0.631249616,0.05345547,12.37814809,22.58930212,35.65215529
4.805,1.834543108,1.6130068,-1.133173977,1.306615628,0.642041631,0.0512259,12.36746298,22.59142477,35.65215529
4.806,1.833405148,1.614313326,-1.142746366,1.306438641,0.652934629,0.049085669,12.35668398,22.59345101,35.65215529
4.807,1.832257612,1.615619682,-1.152327034,1.306277026,0.663928797,0.047034757,12.34581092,22.59538081,35.65215529
4.808,1.831100492,1.616925885,-1.161915932,1.306130646,0.675024316,0.045073149,12.33484367,22.59721416,35.65215529
4.809,1.829933778,1.618231949,-1.171513006,1.305999361,0.686221361,0.043200838,12.32378207,22.59895102,35.65215529
4.81,1.828757463,1.619537889,-1.181118199,1.305883022,0.6975201,0.041417826,12.31262597,22.60059139,35.65215529
4.811,1.827571539,1.62084372,-1.190731449,1.305781473,0.708920692,0.039724119,12.30137524,22.60213524,35.65215529
4.812,1.826375997,1.622149457,-1.200352692,1.305694552,0.720423293,0.038119734,12.29002973,22.60358254,35.65215529
4.813,1.825170831,1.623455114,-1.209981857,1.305622088,0.732028047,0.036604692,12.27858928,22.60493327,35.65215529
4.814,1.823956031,1.624760706,-1.21961887,1.305563904,0.743735094,0.035179026,12.26705376,22.60618741,35.65215529
4.815,1.82273159,1.626066246,-1.229263652,1.305519815,0.755544563,0.033842775,12.25542302,22.60734493,35.65215529
4.816,1.821497501,1.62737175,-1.23891612,1.305489629,0.767456577,0.032595986,12.24369693,22.6084058,35.65215529
4.817,1.820253756,1.62867723,-1.248576188,1.305473147,0.779471249,0.031438719,12.23187533,22.60936999,35.65215529
4.818,1.819000346,1.629982701,-1.258243763,1.305470161,0.791588684,0.030371037,12.21995809,22.61023748,35.65215529
4.819,1.817737266,1.631288175,-1.267918748,1.305480456,0.803808976,0.029393017,12.20794506,22.61100824,35.65215529
4.82,1.816464506,1.632593666,-1.277601043,1.305503809,0.816132213,0.028504743,12.19583611,22.61168222,35.65215529
4.821,1.815182061,1.633899187,-1.287290541,1.305539989,0.828558469,0.027706311,12.1836311,22.61225941,35.65215529
4.822,1.813889923,1.63520475,-1.296987133,1.305588757,0.841087811,0.026997825,12.1713299,22.61273976,35.65215529
4.823,1.812588085,1.636510368,-1.306690702,1.305649867,0.853720295,0.0263794,12.15893236,22.61312324,35.65215529
4.824,1.811276539,1.637816054,-1.316401128,1.305723064,0.866455966,0.025851161,12.14643836,22.61340981,35.65215529
4.825,1.80995528,1.639121818,-1.326118288,1.305808084,0.879294857,0.025413245,12.13384775,22.61359943,35.65215529
4.826,1.8086243,1.640427674,-1.33584205,1.305904657,0.892236992,0.0250658,12.12116042,22.61369208,35.65215529
4.827,1.807283594,1.641733631,-1.345572281,1.306012501,0.905282381,0.024808984,12.10837623,22.6136877,35.65215529
4.828,1.805933154,1.643039702,-1.355308839,1.30613133,0.918431025,0.024642967,12.09549505,22.61358625,35.65215529
4.829,1.804572974,1.644345898,-1.365051581,1.306260846,0.93168291,0.024567932,12.08251675,22.6133877,35.65215529
4.83,1.803203049,1.645652228,-1.374800357,1.306400745,0.945038011,0.024584072,12.06944121,22.61309199,35.65215529
4.831,1.801823371,1.646958703,-1.384555012,1.306550712,0.95849629,0.024691594,12.05626831,22.61269909,35.65215529
4.832,1.800433937,1.648265332,-1.394315385,1.306710425,0.972057696,0.024890718,12.04299793,22.61220895,35.65215529
4.833,1.799034739,1.649572126,-1.404081311,1.306879553,0.985722164,0.025181674,12.02962994,22.61162151,35.65215529
4.834,1.797625772,1.650879094,-1.41385262,1.307057755,0.999489616,0.025564709,12.01616423,22.61093673,35.65215529
4.835,1.796207032,1.652186245,-1.423629136,1.307244684,1.013359959,0.026040079,12.00260069,22.61015456,35.65215529
4.836,1.794778512,1.653493587,-1.433410679,1.30743998,1.027333087,0.026608057,11.9889392,22.60927495,35.65215529
4.837,1.793340209,1.654801128,-1.443197061,1.307643278,1.041408879,0.027268928,11.97517964,22.60829784,35.65215529
4.838,1.791892117,1.656108876,-1.452988092,1.307854202,1.055587198,0.028022993,11.96132192,22.60722318,35.65215529
4.839,1.790434231,1.657416838,-1.462783575,1.308072366,1.069867894,0.028870564,11.94736592,22.60605091,35.65215529
4.84,1.788966548,1.658725023,-1.472583307,1.308297378,1.084250798,0.02981197,11.93331154,22.60478098,35.65215529
4.841,1.787489063,1.660033435,-1.48238708,1.308528833,1.098735728,0.030847555,11.91915869,22.60341332,35.65215529
4.842,1.786001773,1.661342082,-1.492194683,1.308766321,1.113322486,0.031977677,11.90490725,22.60194788,35.65215529
4.843,1.784504673,1.66265097,-1.502005895,1.30900942,1.128010855,0.033202709,11.89055714,22.60038459,35.65215529
4.844,1.78299776,1.663960103,-1.511820495,1.309257699,1.142800604,0.034523039,11.87610826,22.59872339,35.65215529
4.845,1.781481031,1.665269487,-1.521638251,1.309510719,1.157691484,0.035939074,11.86156052,22.59696422,35.65215529
4.846,1.779954482,1.666579126,-1.53145893,1.30976803,1.172683227,0.037451232,11.84691383,22.595107,35.65215529
4.847,1.778418112,1.667889024,-1.541282292,1.310029175,1.187775552,0.039059951,11.83216811,22.59315168,35.65215529
4.848,1.776871917,1.669199185,-1.55110809,1.310293687,1.202968154,0.040765683,11.81732328,22.59109817,35.65215529
4.849,1.775315895,1.670509612,-1.560936075,1.310561087,1.218260715,0.042568898,11.80237926,22.58894642,35.65215529
4.85,1.773750044,1.671820308,-1.570765989,1.310830891,1.233652897,0.044470081,11.78733597,22.58669634,35.65215529
4.851,1.772174362,1.673131275,-1.580597572,1.311102602,1.249144342,0.046469736,11.77219334,22.58434787,35.65215529
4.852,1.770588848,1.674442514,-1.590430555,1.311375717,1.264734674,0.048568384,11.7569513,22.58190093,35.65215529
4.853,1.768993501,1.675754027,-1.600264665,1.311649721,1.2804235,0.05076656,11.74160979,22.57935544,35.65215529
4.854,1.767388319,1.677065813,-1.610099626,1.311924092,1.296210404,0.05306482,11.72616875,22.57671132,35.65215529
4.855,1.765773301,1.678377875,-1.619935154,1.312198297,1.312094952,0.055463736,11.71062811,22.57396849,35.65215529
4.856,1.764148448,1.67969021,-1.62977096,1.312471794,1.328076691,0.057963899,11.69498782,22.57112687,35.65215529
4.857,1.76251376,1.681002818,-1.63960675,1.312744033,1.344155148,0.060565916,11.67924784,22.56818638,35.65215529
4.858,1.760869235,1.682315697,-1.649442226,1.313014454,1.360329828,0.063270413,11.66340811,22.56514694,35.65215529
4.859,1.759214875,1.683628846,-1.659277081,1.313282488,1.376600216,0.066078034,11.6474686,22.56200844,35.65215529
4.86,1.757550681,1.684942261,-1.669111008,1.313547557,1.392965778,0.068989442,11.63142925,22.55877082,35.65215529
4.861,1.755876654,1.68625594,-1.678943691,1.313809075,1.409425958,0.072005317,11.61529005,22.55543397,35.65215529
4.862,1.754192794,1.687569878,-1.68877481,1.314066445,1.425980179,0.075126359,11.59905095,22.5519978,35.65215529
4.863,1.752499105,1.688884071,-1.69860404,1.314319063,1.442627842,0.078353286,11.58271193,22.54846223,35.65215529
4.864,1.750795587,1.690198514,-1.708431051,1.314566314,1.459368329,0.081686833,11.56627297,22.54482715,35.65215529
4.865,1.749082243,1.691513202,-1.71825551,1.314807578,1.476200998,0.085127756,11.54973406,22.54109248,35.65215529
4.866,1.747359077,1.692828127,-1.728077074,1.315042223,1.493125188,0.08867683,11.53309517,22.53725811,35.65215529
4.867,1.74562609,1.694143284,-1.737895401,1.315269609,1.510140213,0.092334845,11.51635629,22.53332394,35.65215529
4.868,1.743883287,1.695458664,-1.747710141,1.315489089,1.527245369,0.096102615,11.49951743,22.52928987,35.65215529
4.869,1.742130671,1.696774259,-1.75752094,1.315700007,1.544439928,0.09998097,11.48257859,22.5251558,35.65215529
4.87,1.740368247,1.698090061,-1.767327439,1.315901697,1.561723139,0.103970758,11.46553976,22.52092163,35.65215529
4.871,1.738596018,1.699406059,-1.777129276,1.316093489,1.579094231,0.108072847,11.44840097,22.51658724,35.65215529
4.872,1.73681399,1.700722244,-1.786926082,1.3162747,1.596552411,0.112288125,11.43116222,22.51215254,35.65215529
4.873,1.735022168,1.702038605,-1.796717486,1.316444643,1.614096862,0.116617497,11.41382353,22.5076174,35.65215529
4.874,1.733220557,1.70335513,-1.806503112,1.316602621,1.631726746,0.121061887,11.39638493,22.50298172,35.65215529
4.875,1.731409164,1.704671806,-1.816282579,1.31674793,1.649441204,0.125622238,11.37884645,22.49824539,35.65215529
4.876,1.729587994,1.705988621,-1.826055505,1.31687986,1.667239353,0.130299511,11.36120813,22.4934083,35.65215529
4.877,1.727757055,1.707305561,-1.835821499,1.316997691,1.685120289,0.135094687,11.34347,22.48847032,35.65215529
4.878,1.725916353,1.708622611,-1.845580171,1.317100699,1.703083085,0.140008764,11.32563211,22.48343133,35.65215529
4.879,1.724065897,1.709939757,-1.855331125,1.317188149,1.721126792,0.145042757,11.30769451,22.47829123,35.65215529
4.88,1.722205694,1.711256982,-1.865073962,1.317259303,1.739250442,0.150197702,11.28965726,22.47304989,35.65215529
4.881,1.720335752,1.71257427,-1.874808279,1.317313414,1.757453041,0.15547465,11.27152042,22.46770718,35.65215529
4.882,1.71845608,1.713891603,-1.88453367,1.31734973,1.775733577,0.160874672,11.25328406,22.46226298,35.65215529
4.883,1.716566688,1.715208963,-1.894249726,1.317367492,1.794091012,0.166398856,11.23494825,22.45671717,35.65215529
4.884,1.714667584,1.716526332,-1.903956035,1.317365935,1.812524291,0.172048305,11.21651307,22.45106962,35.65215529
4.885,1.712758779,1.717843689,-1.913652182,1.317344288,1.831032336,0.177824143,11.19797861,22.44532021,35.65215529
4.886,1.710840283,1.719161013,-1.923337749,1.317301775,1.849614048,0.183727507,11.17934495,22.43946879,35.65215529
4.887,1.708912107,1.720478285,-1.933012315,1.317237613,1.868268305,0.189759553,11.16061219,22.43351524,35.65215529
4.888,1.706974262,1.721795481,-1.942675459,1.317151016,1.886993969,0.195921452,11.14178044,22.42745943,35.65215529
4.889,1.70502676,1.723112579,-1.952326754,1.317041192,1.905789876,0.202214392,11.1228498,22.42130122,35.65215529
4.89,1.703069613,1.724429555,-1.961965773,1.316907343,1.924654847,0.208639575,11.10382039,22.41504047,35.65215529
4.891,1.701102833,1.725746386,-1.971592088,1.316748669,1.94358768,0.215198221,11.08469233,22.40867706,35.65215529
4.892,1.699126433,1.727063044,-1.981205267,1.316564364,1.962587154,0.221891561,11.06546575,22.40221083,35.65215529
4.893,1.697140427,1.728379506,-1.990804877,1.316353618,1.981652029,0.228720843,11.04614077,22.39564165,35.65215529
4.894,1.695144828,1.729695742,-2.000390485,1.316115618,2.000781046,0.235687331,11.02671754,22.38896937,35.65215529
4.895,1.693139651,1.731011727,-2.009961655,1.315849547,2.019972927,0.242792298,11.0071962,22.38219386,35.65215529
4.896,1.69112491,1.732327432,-2.019517951,1.315554585,2.039226376,0.250037034,10.98757691,22.37531497,35.65215529
4.897,1.68910062,1.733642827,-2.029058935,1.315229909,2.05854008,0.257422841,10.96785982,22.36833255,35.65215529
4.898,1.687066797,1.734957882,-2.038584169,1.314874694,2.077912707,0.264951033,10.94804509,22.36124646,35.65215529
4.899,1.685023457,1.736272566,-2.048093215,1.31448811,2.097342908,0.272622936,10.92813291,22.35405654,35.65215529
4.9,1.682970616,1.737586847,-2.057585633,1.314069328,2.116829319,0.280439887,10.90812343,22.34676265,35.65215529
4.901,1.680908292,1.738900693,-2.067060985,1.313617517,2.136370559,0.288403235,10.88801686,22.33936464,35.65215529
4.902,1.6788365,1.740214071,-2.076518832,1.313131841,2.155965231,0.296514339,10.86781338,22.33186235,35.65215529
4.903,1.67675526,1.741526945,-2.085958735,1.312611467,2.175611923,0.304774566,10.84751318,22.32425563,35.65215529
4.904,1.674664589,1.742839282,-2.095380256,1.312055559,2.195309208,0.313185295,10.82711647,22.31654432,35.65215529
4.905,1.672564506,1.744151044,-2.104782957,1.31146328,2.215055647,0.321747913,10.80662345,22.30872828,35.65215529
4.906,1.670455029,1.745462196,-2.114166401,1.310833795,2.234849785,0.330463813,10.78603436,22.30080733,35.65215529
4.907,1.668336179,1.746772699,-2.123530152,1.310166265,2.254690154,0.339334398,10.7653494,22.29278134,35.65215529
4.908,1.666207976,1.748082516,-2.132873777,1.309459854,2.274575275,0.348361077,10.74456881,22.28465013,35.65215529
4.909,1.664070439,1.749391606,-2.142196843,1.308713728,2.294503657,0.357545266,10.72369283,22.27641354,35.65215529
4.91,1.661923589,1.75069993,-2.151498917,1.30792705,2.314473796,0.366888384,10.70272169,22.26807142,35.65215529
4.911,1.659767448,1.752007446,-2.160779572,1.307098988,2.33448418,0.376391857,10.68165565,22.2596236,35.65215529
4.912,1.657602037,1.753314113,-2.17003838,1.306228708,2.354533285,0.386057116,10.66049497,22.25106992,35.65215529
4.913,1.655427379,1.754619889,-2.179274915,1.305315382,2.374619578,0.395885593,10.6392399,22.24241022,35.65215529
4.914,1.653243495,1.75592473,-2.188488756,1.30435818,2.394741518,0.405878726,10.61789071,22.23364433,35.65215529
4.915,1.651050409,1.757228591,-2.197679484,1.303356277,2.414897556,0.416037951,10.5964477,22.22477209,35.65215529
4.916,1.648848144,1.758531427,-2.206846681,1.302308851,2.435086136,0.426364711,10.57491112,22.21579332,35.65215529
4.917,1.646636723,1.759833193,-2.215989934,1.301215082,2.455305693,0.436860444,10.55328128,22.20670787,35.65215529
4.918,1.644416172,1.761133841,-2.225108833,1.300074154,2.475554659,0.447526592,10.53155848,22.19751556,35.65215529
4.919,1.642186514,1.762433325,-2.234202972,1.298885254,2.49583146,0.458364594,10.509743,22.18821623,35.65215529
4.92,1.639947774,1.763731596,-2.243271948,1.297647574,2.516134516,0.469375889,10.48783517,22.17880971,35.65215529
4.921,1.637699979,1.765028604,-2.252315362,1.29636031,2.536462245,0.480561913,10.46583531,22.16929583,35.65215529
4.922,1.635443152,1.766324299,-2.26133282,1.295022664,2.556813061,0.491924099,10.44374372,22.15967441,35.65215529
4.923,1.633177322,1.767618632,-2.270323931,1.293633841,2.577185377,0.503463876,10.42156074,22.14994529,35.65215529
4.924,1.630902513,1.76891155,-2.279288311,1.292193051,2.597577603,0.515182669,10.39928672,22.1401083,35.65215529
4.925,1.628618754,1.770203001,-2.288225578,1.290699513,2.617988149,0.527081899,10.37692198,22.13016326,35.65215529
4.926,1.626326071,1.771492931,-2.297135357,1.289152449,2.638415425,0.539162977,10.35446688,22.12011001,35.65215529
4.927,1.624024493,1.772781287,-2.306017277,1.287551087,2.658857841,0.551427311,10.33192177,22.10994837,35.65215529
4.928,1.621714046,1.774068015,-2.314870973,1.285894664,2.67931381,0.5638763,10.30928702,22.09967816,35.65215529
4.929,1.61939476,1.775353058,-2.323696084,1.284182422,2.699781746,0.576511335,10.28656299,22.08929922,35.65215529
4.93,1.617066664,1.776636361,-2.332492258,1.282413609,2.720260066,0.589333797,10.26375006,22.07881137,35.65215529
4.931,1.614729786,1.777917866,-2.341259145,1.280587484,2.740747192,0.602345058,10.2408486,22.06821444,35.65215529
4.932,1.612384155,1.779197516,-2.349996404,1.27870331,2.761241549,0.615546478,10.21785901,22.05750826,35.65215529
4.933,1.610029803,1.780475253,-2.358703699,1.27676036,2.781741569,0.628939408,10.19478167,22.04669265,35.65215529
4.934,1.607666758,1.781751017,-2.367380699,1.274757914,2.802245688,0.642525184,10.17161699,22.03576743,35.65215529
4.935,1.605295052,1.783024749,-2.376027083,1.272695261,2.822752351,0.656305132,10.14836536,22.02473244,35.65215529
4.936,1.602914714,1.784296388,-2.384642534,1.270571699,2.843260008,0.670280563,10.12502721,22.01358751,35.65215529
4.937,1.600525777,1.785565872,-2.393226743,1.268386535,2.863767121,0.684452772,10.10160295,22.00233245,35.65215529
4.938,1.598128271,1.78683314,-2.401779406,1.266139084,2.884272158,0.698823042,10.07809299,21.9909671,35.65215529
4.939,1.595722229,1.788098129,-2.410300229,1.263828672,2.904773597,0.713392637,10.05449778,21.97949128,35.65215529
4.94,1.593307681,1.789360776,-2.418788923,1.261454633,2.925269928,0.728162808,10.03081774,21.96790482,35.65215529
4.941,1.590884662,1.790621017,-2.427245208,1.259016311,2.945759651,0.743134786,10.00705331,21.95620754,35.65215529
4.942,1.588453202,1.791878787,-2.435668811,1.256513062,2.966241277,0.758309785,9.983204945,21.94439928,35.65215529
4.943,1.586013335,1.793134021,-2.444059465,1.25394425,2.986713333,0.773689001,9.95927309,21.93247987,35.65215529
4.944,1.583565094,1.794386653,-2.452416912,1.251309251,3.007174356,0.789273611,9.935258203,21.92044912,35.65215529
4.945,1.581108512,1.795636617,-2.460740903,1.248607451,3.027622897,0.805064771,9.911160748,21.90830687,35.65215529
4.946,1.578643624,1.796883846,-2.469031196,1.245838246,3.048057523,0.821063618,9.886981191,21.89605296,35.65215529
4.947,1.576170461,1.798128271,-2.477287555,1.243001043,3.068476816,0.837271266,9.862720006,21.8836872,35.65215529
4.948,1.57368906,1.799369825,-2.485509756,1.240095263,3.088879373,0.853688809,9.838377671,21.87120944,35.65215529
4.949,1.571199453,1.800608439,-2.493697579,1.237120334,3.109263808,0.87031732,9.813954671,21.85861949,35.65215529
4.95,1.568701676,1.801844043,-2.501850815,1.234075698,3.129628751,0.887157846,9.789451492,21.8459172,35.65215529
4.951,1.566195763,1.803076567,-2.509969263,1.230960809,3.149972851,0.904211413,9.764868631,21.8331024,35.65215529
4.952,1.563681749,1.804305941,-2.518052729,1.22777513,3.170294774,0.921479022,9.740206584,21.82017491,35.65215529
4.953,1.561159669,1.805532093,-2.526101029,1.224518139,3.190593206,0.938961652,9.715465855,21.80713458,35.65215529
4.954,1.558629559,1.806754953,-2.534113987,1.221189323,3.210866849,0.956660255,9.690646953,21.79398123,35.65215529
4.955,1.556091453,1.807974448,-2.542091434,1.217788183,3.231114429,0.974575758,9.66575039,21.78071471,35.65215529
4.956,1.553545388,1.809190505,-2.550033211,1.214314231,3.251334688,0.992709064,9.640776685,21.76733485,35.65215529
4.957,1.550991399,1.810403052,-2.557939167,1.210766991,3.271526392,1.011061048,9.615726358,21.75384149,35.65215529
4.958,1.548429522,1.811612014,-2.565809161,1.207146001,3.291688325,1.029632559,9.590599936,21.74023447,35.65215529
4.959,1.545859793,1.812817319,-2.573643058,1.203450808,3.311819295,1.048424421,9.565397951,21.72651362,35.65215529
4.96,1.543282248,1.814018891,-2.581440733,1.199680974,3.331918129,1.067437429,9.540120938,21.71267879,35.65215529
4.961,1.540696923,1.815216656,-2.58920207,1.195836072,3.35198368,1.08667235,9.514769434,21.69872983,35.65215529
4.962,1.538103856,1.816410538,-2.596926961,1.191915689,3.37201482,1.106129926,9.489343985,21.68466656,35.65215529
4.963,1.535503081,1.817600462,-2.604615306,1.187919423,3.392010445,1.125810868,9.463845137,21.67048884,35.65215529
4.964,1.532894637,1.818786351,-2.612267013,1.183846883,3.411969474,1.145715861,9.438273441,21.65619651,35.65215529
4.965,1.53027856,1.81996813,-2.619882002,1.179697694,3.431890851,1.16584556,9.412629452,21.64178943,35.65215529
4.966,1.527654886,1.821145721,-2.627460196,1.175471489,3.451773541,1.186200592,9.38691373,21.62726743,35.65215529
4.967,1.525023652,1.822319047,-2.635001531,1.171167919,3.471616535,1.206781555,9.361126836,21.61263036,35.65215529
4.968,1.522384895,1.823488031,-2.64250595,1.166786641,3.491418848,1.227589017,9.335269338,21.59787809,35.65215529
4.969,1.519738652,1.824652595,-2.649973402,1.162327329,3.511179517,1.248623519,9.309341803,21.58301045,35.65215529
4.97,1.51708496,1.82581266,-2.657403848,1.157789667,3.530897605,1.269885571,9.283344806,21.56802731,35.65215529
4.971,1.514423857,1.826968148,-2.664797254,1.153173353,3.550572202,1.291375653,9.257278921,21.55292851,35.65215529
4.972,1.511755378,1.82811898,-2.672153596,1.148478094,3.570202419,1.313094218,9.23114473,21.53771392,35.65215529
4.973,1.509079562,1.829265078,-2.679472856,1.143703614,3.589787394,1.335041688,9.204942813,21.5223834,35.65215529
4.974,1.506396445,1.830406361,-2.686755027,1.138849643,3.609326288,1.357218455,9.178673757,21.50693679,35.65215529
4.975,1.503706064,1.83154275,-2.694000107,1.133915928,3.628818289,1.379624883,9.15233815,21.49137397,35.65215529
4.976,1.501008457,1.832674166,-2.701208103,1.128902226,3.648262609,1.402261305,9.125936584,21.47569479,35.65215529
4.977,1.49830366,1.833800528,-2.70837903,1.123808305,3.667658486,1.425128025,9.099469652,21.45989913,35.65215529
