t,theta1,theta2,omega1,omega2,KE1,KE2,PE1,PE2,TotalE
18.293,-0.036876534,16.57012454,1.798494901,6.922133845,1.617291954,17.82719561,0.006669449,16.20099827,35.65215529
18.294,-0.035087529,16.57704577,1.779503355,6.920332944,1.583316095,17.91413775,0.006038096,16.14866335,35.65215529
18.295,-0.03331755,16.58396521,1.760442221,6.918566558,1.549578407,18.00105643,0.005444336,16.09607611,35.65215529
18.296,-0.031566667,16.59088291,1.741312005,6.91683568,1.516083749,18.08794629,0.004887203,16.04323805,35.65215529
18.297,-0.029834949,16.5977989,1.722113205,6.915141314,1.482836946,18.17480196,0.004365735,15.99015065,35.65215529
18.298,-0.028122464,16.60471321,1.702846316,6.913484475,1.449842788,18.26161812,0.003878976,15.93681541,35.65215529
18.299,-0.026429279,16.61162588,1.683511823,6.911866189,1.41710603,18.34838945,0.003425976,15.88323383,35.65215529
18.3,-0.024755462,16.61853695,1.664110208,6.910287493,1.384631392,18.4351107,0.003005792,15.82940741,35.65215529
18.301,-0.023101081,16.62544647,1.644641943,6.908749435,1.35242356,18.5217766,0.002617486,15.77533764,35.65215529
18.302,-0.021466201,16.63235446,1.625107494,6.907253075,1.320487183,18.60838194,0.002260126,15.72102604,35.65215529
18.303,-0.019850888,16.63926099,1.60550732,6.905799484,1.288826877,18.69492152,0.00193279,15.6664741,35.65215529
18.304,-0.018255208,16.64616608,1.585841872,6.904389744,1.257447222,18.78139018,0.001634559,15.61168333,35.65215529
18.305,-0.016679226,16.65306978,1.566111593,6.903024947,1.22635276,18.86778276,0.001364523,15.55665525,35.65215529
18.306,-0.015123006,16.65997214,1.546316916,6.901706198,1.195548002,18.95409416,0.001121778,15.50139135,35.65215529
18.307,-0.013586613,16.66687321,1.526458269,6.900434612,1.165037423,19.04031929,0.00090543,15.44589315,35.65215529
18.308,-0.012070111,16.67377303,1.506536067,6.899211315,1.134825461,19.12645308,0.000714589,15.39016216,35.65215529
18.309,-0.010573562,16.68067165,1.48655072,6.898037446,1.104916521,19.2124905,0.000548375,15.3341999,35.65215529
18.31,-0.00909703,16.68756912,1.466502625,6.896914153,1.075314975,19.29842653,0.000405915,15.27800787,35.65215529
18.311,-0.007640578,16.69446549,1.446392172,6.895842596,1.046025157,19.3842562,0.000286345,15.22158758,35.65215529
18.312,-0.006204266,16.70136082,1.426219739,6.894823947,1.017051372,19.46997454,0.000188807,15.16494057,35.65215529
18.313,-0.004788159,16.70825516,1.405985695,6.89385939,0.988397888,19.55557662,0.000112454,15.10806833,35.65215529
18.314,-0.003392315,16.71514856,1.385690399,6.892950117,0.960068941,19.64105752,5.64E-05,15.05097238,35.65215529
18.315,-0.002016798,16.72204108,1.365334198,6.892097336,0.932068736,19.72641235,2.00E-05,14.99365425,35.65215529
18.316,-0.000661667,16.72893277,1.344917428,6.891302263,0.904401444,19.81163626,2.15E-06,14.93611544,35.65215529
18.317,0.000673017,16.7358237,1.324440414,6.890566128,0.877071205,19.89672439,2.22E-06,14.87835748,35.65215529
18.318,0.001987194,16.74271393,1.30390347,6.889890171,0.85008213,19.98167192,1.94E-05,14.82038187,35.65215529
18.319,0.003280804,16.7496035,1.283306898,6.889275645,0.823438297,20.06647406,5.28E-05,14.76219014,35.65215529
18.32,0.004553788,16.7564925,1.262650986,6.888723813,0.797143756,20.15112601,0.000101715,14.70378381,35.65215529
18.321,0.005806086,16.76338097,1.241936012,6.888235952,0.771202528,20.23562303,0.00016535,14.64516438,35.65215529
18.322,0.00703764,16.77026899,1.221162239,6.887813349,0.745618607,20.31996036,0.000242936,14.58633338,35.65215529
18.323,0.008248391,16.77715662,1.20032992,6.887457307,0.720395959,20.40413329,0.000333714,14.52729233,35.65215529
18.324,0.00943828,16.78404393,1.179439292,6.887169135,0.695538521,20.4881371,0.00043694,14.46804273,35.65215529
18.325,0.01060725,16.79093098,1.158490578,6.886950161,0.67105021,20.57196709,0.000551875,14.40858611,35.65215529
18.326,0.011755242,16.79781785,1.137483991,6.886801721,0.646934915,20.6556186,0.000677793,14.34892398,35.65215529
18.327,0.012882199,16.80470461,1.116419725,6.886725165,0.623196501,20.73908695,0.000813979,14.28905786,35.65215529
18.328,0.013988063,16.81159133,1.095297962,6.886721855,0.599838813,20.82236749,0.000959726,14.22898926,35.65215529
18.329,0.015072776,16.81847808,1.07411887,6.886793169,0.576865674,20.90545558,0.001114339,14.16871969,35.65215529
18.33,0.016136281,16.82536494,1.052882601,6.886940493,0.554280885,20.98834659,0.001277134,14.10825068,35.65215529
18.331,0.017178522,16.83225199,1.03158929,6.887165231,0.532088232,21.07103589,0.001447438,14.04758373,35.65215529
18.332,0.018199441,16.8391393,1.01023906,6.887468799,0.510291479,21.15351887,0.001624588,13.98672035,35.65215529
18.333,0.019198981,16.84602695,0.988832015,6.887852624,0.488894377,21.23579091,0.001807932,13.92566207,35.65215529
18.334,0.020177086,16.85291503,0.967368245,6.888318151,0.46790066,21.31784742,0.00199683,13.86441038,35.65215529
18.335,0.021133699,16.85980361,0.945847821,6.888866835,0.44731405,21.39968377,0.002190654,13.80296681,35.65215529
18.336,0.022068763,16.86669279,0.924270799,6.889500149,0.427138255,21.48129538,0.002388787,13.74133287,35.65215529
18.337,0.022982222,16.87358264,0.902637218,6.890219577,0.407376974,21.56267763,0.002590621,13.67951006,35.65215529
18.338,0.023874018,16.88047326,0.880947099,6.891026621,0.388033895,21.64382593,0.002795564,13.6174999,35.65215529
18.339,0.024744097,16.88736473,0.859200444,6.891922796,0.369112702,21.72473566,0.003003033,13.55530389,35.65215529
18.34,0.0255924,16.89425714,0.83739724,6.892909632,0.350617069,21.80540221,0.003212457,13.49292355,35.65215529
18.341,0.026418872,16.90115058,0.815537454,6.893988675,0.332550669,21.88582096,0.003423279,13.43036038,35.65215529
18.342,0.027223456,16.90804514,0.793621033,6.895161487,0.314917172,21.96598727,0.003634952,13.3676159,35.65215529
18.343,0.028006096,16.91494093,0.771647907,6.896429645,0.297720246,22.0458965,0.003846943,13.3046916,35.65215529
18.344,0.028766733,16.92183804,0.749617986,6.897794744,0.280963562,22.12554399,0.00405873,13.24158901,35.65215529
18.345,0.029505313,16.92873655,0.72753116,6.899258395,0.264650794,22.20492507,0.004269804,13.17830962,35.65215529
18.346,0.030221777,16.93563659,0.7053873,6.900822225,0.248785622,22.28403505,0.004479669,13.11485495,35.65215529
18.347,0.030916068,16.94253823,0.683186256,6.90248788,0.23337173,22.36286921,0.004687842,13.05122651,35.65215529
18.348,0.03158813,16.9494416,0.660927858,6.904257021,0.218412817,22.44142283,0.004893851,12.98742579,35.65215529
18.349,0.032237905,16.95634678,0.638611914,6.906131331,0.203912588,22.51969115,0.005097239,12.92345431,35.65215529
18.35,0.032865335,16.96325389,0.616238211,6.908112507,0.189874766,22.59766938,0.005297562,12.85931358,35.65215529
18.351,0.033470362,16.97016304,0.593806516,6.910202268,0.176303089,22.6753527,0.005494387,12.79500511,35.65215529
18.352,0.034052928,16.97707434,0.571316571,6.912402351,0.163201312,22.75273628,0.005687298,12.7305304,35.65215529
18.353,0.034612975,16.98398788,0.548768099,6.914714513,0.150573213,22.82981522,0.005875888,12.66589096,35.65215529
18.354,0.035150445,16.9909038,0.526160798,6.91714053,0.138422593,22.90658462,0.006059767,12.60108831,35.65215529
18.355,0.035665277,16.9978222,0.503494344,6.919682199,0.126753277,22.9830395,0.006238558,12.53612395,35.65215529
18.356,0.036157414,17.00474321,0.480768388,6.92234134,0.115569122,23.05917487,0.006411895,12.4709994,35.65215529
18.357,0.036626794,17.01166693,0.45798256,6.92511979,0.104874013,23.13498568,0.00657943,12.40571617,35.65215529
18.358,0.037073359,17.01859349,0.435136463,6.928019413,0.094671871,23.21046683,0.006740826,12.34027576,35.65215529
18.359,0.037497047,17.02552301,0.412229678,6.931042091,0.084966654,23.28561317,0.006895762,12.27467971,35.65215529
18.36,0.037897798,17.03245561,0.389261759,6.934189731,0.075762359,23.36041949,0.007043929,12.20892952,35.65215529
18.361,0.03827555,17.03939143,0.366232235,6.937464264,0.067063025,23.43488052,0.007185035,12.14302671,35.65215529
18.362,0.038630241,17.04633058,0.34314061,6.940867643,0.058872739,23.50899096,0.007318799,12.07697279,35.65215529
18.363,0.03896181,17.05327321,0.319986362,6.944401849,0.051195636,23.58274539,0.007444959,12.01076931,35.65215529
18.364,0.039270193,17.06021943,0.29676894,6.948068884,0.044035902,23.65613836,0.007563264,11.94441777,35.65215529
18.365,0.039555327,17.06716939,0.27348777,6.951870778,0.03739778,23.72916433,0.00767348,11.8779197,35.65215529
18.366,0.039817147,17.07412322,0.250142248,6.955809589,0.031285572,23.8018177,0.007775385,11.81127664,35.65215529
18.367,0.04005559,17.08108106,0.226731741,6.959887398,0.025703641,23.87409277,0.007868776,11.74449011,35.65215529
18.368,0.040270589,17.08804304,0.203255591,6.964106317,0.020656418,23.94598376,0.007953463,11.67756165,35.65215529
18.369,0.040462079,17.09500932,0.179713109,6.968468486,0.016148401,24.01748482,0.008029271,11.6104928,35.65215529
18.37,0.040629993,17.10198003,0.156103576,6.972976072,0.012184163,24.08858999,0.008096042,11.54328509,35.65215529
18.371,0.040774263,17.10895532,0.132426245,6.977631274,0.008768355,24.15929322,0.008153632,11.47594009,35.65215529
18.372,0.040894822,17.11593534,0.108680339,6.982436321,0.005905708,24.22958834,0.008201913,11.40845933,35.65215529
18.373,0.040991601,17.12292024,0.084865049,6.987393474,0.003601038,24.29946911,0.008240773,11.34084437,35.65215529
18.374,0.041064529,17.12991018,0.060979536,6.992505023,0.001859252,24.36892916,0.008270117,11.27309676,35.65215529
18.375,0.041113536,17.1369053,0.037022927,6.997773295,0.000685349,24.43796199,0.008289866,11.20521809,35.65215529
18.376,0.041138551,17.14390578,0.012994319,7.003200648,8.44E-05,24.50656101,0.008299955,11.1372099,35.65215529
18.377,0.041139501,17.15091176,-0.011107224,7.008789477,6.17E-05,24.57471949,0.008300338,11.06907378,35.65215529
18.378,0.041116312,17.15792341,-0.035282672,7.014542209,0.000622433,24.64243056,0.008290985,11.00081131,35.65215529
18.379,0.04106891,17.1649409,-0.059533028,7.02046131,0.001772091,24.70968724,0.008271882,10.93242408,35.65215529
18.38,0.04099722,17.17196439,-0.083859332,7.026549283,0.003516194,24.77648239,0.008243032,10.86391367,35.65215529
18.381,0.040901166,17.17899405,-0.108262655,7.032808669,0.005860401,24.84280873,0.008204457,10.7952817,35.65215529
18.382,0.040780669,17.18603006,-0.132744106,7.039242048,0.008810499,24.90865883,0.008156193,10.72652977,35.65215529
18.383,0.040635651,17.1930726,-0.157304831,7.04585204,0.012372405,24.9740251,0.008098297,10.65765949,35.65215529
18.384,0.040466033,17.20012183,-0.181946011,7.052641306,0.016552175,25.03889978,0.008030841,10.5886725,35.65215529
18.385,0.040271732,17.20717794,-0.206668866,7.059612551,0.02135601,25.10327494,0.007953915,10.51957042,35.65215529
18.386,0.040052667,17.21424111,-0.231474651,7.066768521,0.026790257,25.1671425,0.007867628,10.4503549,35.65215529
18.387,0.039808755,17.22131154,-0.256364665,7.074112008,0.032861421,25.23049416,0.007772108,10.3810276,35.65215529
18.388,0.039539909,17.2283894,-0.281340242,7.08164585,0.039576166,25.29332146,0.0076675,10.31159017,35.65215529
18.389,0.039246045,17.2354749,-0.306402757,7.089372929,0.046941325,25.35561571,0.007553967,10.24204429,35.65215529
18.39,0.038927074,17.24256821,-0.331553627,7.097296179,0.054963904,25.41736805,0.007431692,10.17239164,35.65215529
18.391,0.038582908,17.24966955,-0.35679431,7.105418579,0.06365109,25.47856939,0.007300877,10.10263393,35.65215529
18.392,0.038213455,17.25677912,-0.382126306,7.113743162,0.073010257,25.53921043,0.007161744,10.03277286,35.65215529
18.393,0.037818624,17.26389711,-0.407551157,7.12227301,0.083048973,25.59928163,0.007014532,9.962810153,35.65215529
18.394,0.037398322,17.27102373,-0.433070451,7.13101126,0.093775008,25.65877323,0.006859502,9.892747546,35.65215529
18.395,0.036952451,17.2781592,-0.458685819,7.139961101,0.10519634,25.71767522,0.006696935,9.822586791,35.65215529
18.396,0.036480917,17.28530373,-0.484398938,7.14912578,0.117321165,25.77597734,0.006527131,9.752329651,35.65215529
18.397,0.03598362,17.29245753,-0.510211528,7.1585086,0.130157902,25.83366907,0.006350411,9.681977908,35.65215529
18.398,0.035460461,17.29962082,-0.536125361,7.168112922,0.143715202,25.89073961,0.006167118,9.61153336,35.65215529
18.399,0.034911335,17.30679383,-0.562142254,7.177942168,0.158001957,25.9471779,0.005977613,9.540997819,35.65215529
18.4,0.034336141,17.31397678,-0.588264071,7.187999821,0.173027308,26.00297258,0.005782283,9.470373118,35.65215529
18.401,0.033734772,17.3211699,-0.614492727,7.198289426,0.188800656,26.05811199,0.005581531,9.399661108,35.65215529
18.402,0.033107119,17.32837344,-0.640830189,7.208814595,0.205331665,26.11258418,0.005375788,9.328863657,35.65215529
18.403,0.032453074,17.33558761,-0.667278472,7.219579004,0.222630279,26.16637685,0.005165503,9.257982656,35.65215529
18.404,0.031772525,17.34281267,-0.693839644,7.230586397,0.240706726,26.2194774,0.004951148,9.187020016,35.65215529
18.405,0.031065357,17.35004887,-0.720515827,7.241840587,0.259571529,26.27187287,0.004733221,9.115977669,35.65215529
18.406,0.030331454,17.35729644,-0.747309196,7.25334546,0.279235518,26.32354996,0.00451224,9.04485757,35.65215529
18.407,0.029570698,17.36455564,-0.774221981,7.265104973,0.299709838,26.374495,0.004288748,8.9736617,35.65215529
18.408,0.028782969,17.37182674,-0.801256468,7.277123158,0.321005963,26.42469395,0.004063312,8.902392061,35.65215529
18.409,0.027968144,17.37910998,-0.828414998,7.289404123,0.343135704,26.47413238,0.003836525,8.831050685,35.65215529
18.41,0.027126097,17.38640563,-0.855699971,7.301952054,0.36611122,26.52279544,0.003609001,8.759639628,35.65215529
18.411,0.026256701,17.39371397,-0.883113846,7.314771217,0.389945033,26.5706679,0.003381383,8.688160974,35.65215529
18.412,0.025359826,17.40103527,-0.910659141,7.32786596,0.414650036,26.61773408,0.003154338,8.616616838,35.65215529
18.413,0.024435338,17.4083698,-0.938338435,7.341240714,0.440239509,26.66397786,0.00292856,8.545009364,35.65215529
18.414,0.023483103,17.41571784,-0.966154366,7.354899996,0.46672713,26.70938266,0.002704768,8.473340728,35.65215529
18.415,0.022502983,17.42307969,-0.994109639,7.36884841,0.494126987,26.75393145,0.00248371,8.401613138,35.65215529
18.416,0.021494837,17.43045564,-1.022207018,7.383090649,0.522453594,26.7976067,0.00226616,8.329828837,35.65215529
18.417,0.020458521,17.43784597,-1.050449335,7.397631498,0.551721902,26.84039036,0.002052921,8.257990104,35.65215529
18.418,0.019393889,17.445251,-1.078839484,7.412475835,0.581947316,26.88226389,0.001844825,8.186099254,35.65215529
18.419,0.018300792,17.45267103,-1.107380429,7.427628631,0.613145707,26.92320821,0.001642732,8.11415864,35.65215529
18.42,0.017179077,17.46010636,-1.136075199,7.443094958,0.645333429,26.96320367,0.001447531,8.042170657,35.65215529
18.421,0.016028589,17.46755733,-1.164926891,7.458879984,0.67852733,27.00223008,0.001260144,7.97013774,35.65215529
18.422,0.01484917,17.47502423,-1.193938672,7.474988978,0.712744777,27.04026662,0.001081522,7.898062367,35.65215529
18.423,0.013640657,17.48250741,-1.22311378,7.491427315,0.74800366,27.07729192,0.000912647,7.825947063,35.65215529
18.424,0.012402886,17.4900072,-1.252455522,7.50820047,0.784322418,27.11328394,0.000754534,7.753794398,35.65215529
18.425,0.011135689,17.49752393,-1.281967278,7.525314029,0.821720051,27.14822002,0.000608231,7.68160699,35.65215529
18.426,0.009838894,17.50505794,-1.3116525,7.542773685,0.860216141,27.18207682,0.000474819,7.60938751,35.65215529
18.427,0.008512325,17.51260959,-1.341514714,7.560585241,0.899830863,27.21483033,0.000355413,7.537138681,35.65215529
18.428,0.007155804,17.52017923,-1.371557517,7.578754613,0.940585012,27.24645584,0.000251162,7.464863278,35.65215529
18.429,0.005769149,17.52776722,-1.401784585,7.597287831,0.982500012,27.27692789,0.000163253,7.392564136,35.65215529
18.43,0.004352173,17.53537393,-1.432199667,7.616191041,1.025597942,27.30622029,9.29E-05,7.320244148,35.65215529
18.431,0.002904686,17.54299973,-1.462806585,7.635470505,1.069901552,27.33430608,4.14E-05,7.247906269,35.65215529
18.432,0.001426494,17.550645,-1.493609241,7.655132605,1.115434282,27.36115751,9.98E-06,7.175553517,35.65215529
18.433,-8.26E-05,17.55831012,-1.524611611,7.675183842,1.162220282,27.386746,3.35E-08,7.103188977,35.65215529
18.434,-0.001622797,17.5659955,-1.555817747,7.69563084,1.21028443,27.41104214,1.29E-05,7.030815802,35.65215529
18.435,-0.003194304,17.57370152,-1.587231778,7.716480344,1.259652358,27.43401566,5.00E-05,6.95843722,35.65215529
18.436,-0.004797331,17.5814286,-1.618857909,7.737739223,1.310350465,27.45563541,0.000112885,6.886056531,35.65215529
18.437,-0.006432092,17.58917714,-1.650700421,7.759414471,1.362405939,27.47586931,0.000202928,6.813677114,35.65215529
18.438,-0.008098806,17.59694757,-1.682763669,7.781513205,1.415846783,27.49468436,0.00032172,6.741302427,35.65215529
18.439,-0.009797695,17.60474031,-1.715052085,7.804042668,1.470701827,27.5120466,0.000470851,6.668936015,35.65215529
18.44,-0.011528986,17.6125558,-1.747570172,7.827010229,1.527000754,27.52792107,0.000651953,6.596581509,35.65215529
18.441,-0.013292913,17.62039448,-1.780322508,7.850423382,1.584774117,27.54227183,0.000866708,6.524242631,35.65215529
18.442,-0.015089711,17.6282568,-1.813313741,7.874289742,1.644053361,27.55506189,0.001116844,6.451923199,35.65215529
18.443,-0.016919622,17.63614321,-1.846548586,7.898617052,1.70487084,27.56625318,0.001404138,6.379627126,35.65215529
18.444,-0.018782891,17.64405419,-1.880031829,7.923413173,1.76725984,27.5758066,0.001730418,6.307358432,35.65215529
18.445,-0.02067977,17.6519902,-1.91376832,7.94868609,1.83125459,27.58368189,0.002097563,6.235121242,35.65215529
18.446,-0.022610514,17.65995172,-1.947762967,7.974443904,1.896890288,27.58983771,0.002507502,6.162919791,35.65215529
18.447,-0.024575383,17.66793925,-1.982020742,8.000694829,1.964203111,27.59423153,0.002962223,6.09075843,35.65215529
18.448,-0.026574645,17.67595328,-2.016546668,8.027447195,2.033230232,27.59681966,0.003463765,6.01864163,35.65215529
18.449,-0.028608568,17.68399431,-2.051345819,8.054709435,2.104009835,27.59755724,0.004014224,5.94657399,35.65215529
18.45,-0.030677429,17.69206287,-2.086423315,8.082490088,2.176581125,27.59639817,0.004615756,5.874560235,35.65215529
18.451,-0.032781509,17.70015947,-2.121784315,8.110797788,2.25098434,27.59329515,0.005270575,5.802605229,35.65215529
18.452,-0.034921094,17.70828464,-2.157434012,8.139641258,2.327260759,27.5881996,0.005980955,5.730713975,35.65215529
18.453,-0.037096475,17.71643893,-2.193377625,8.169029306,2.405452703,27.58106173,0.006749234,5.658891624,35.65215529
18.454,-0.039307949,17.72462289,-2.22962039,8.19897081,2.485603543,27.57183045,0.007577812,5.58714348,35.65215529
18.455,-0.041555817,17.73283706,-2.266167554,8.229474715,2.567757692,27.56045343,0.008469157,5.515475006,35.65215529
18.456,-0.043840387,17.74108203,-2.303024363,8.260550016,2.651960608,27.54687705,0.0094258,5.443891832,35.65215529
18.457,-0.046161971,17.74935835,-2.340196049,8.292205749,2.738258774,27.53104641,0.010450344,5.372399759,35.65215529
18.458,-0.048520886,17.75766663,-2.377687822,8.324450973,2.82669969,27.51290537,0.01154546,5.30100477,35.65215529
18.459,-0.050917455,17.76600746,-2.415504855,8.357294757,2.917331853,27.49239651,0.012713893,5.229713034,35.65215529
18.46,-0.053352006,17.77438143,-2.453652266,8.390746161,3.010204721,27.46946119,0.01395846,5.158530915,35.65215529
18.461,-0.055824871,17.78278915,-2.492135104,8.424814215,3.105368689,27.44403957,0.015282052,5.087464981,35.65215529
18.462,-0.058336389,17.79123126,-2.530958331,8.459507898,3.202875038,27.4160706,0.016687641,5.016522012,35.65215529
18.463,-0.060886903,17.79970838,-2.5701268,8.494836112,3.302775885,27.38549212,0.018178272,4.945709008,35.65215529
18.464,-0.06347676,17.80822115,-2.609645234,8.530807655,3.405124123,27.35224089,0.019757076,4.875033198,35.65215529
18.465,-0.066106312,17.81677021,-2.649518199,8.56743119,3.509973345,27.31625263,0.021427263,4.804502051,35.65215529
18.466,-0.068775916,17.82535623,-2.689750083,8.604715211,3.617377754,27.27746213,0.023192127,4.734123284,35.65215529
18.467,-0.071485933,17.83397987,-2.730345058,8.642668008,3.727392068,27.2358033,0.025055048,4.663904874,35.65215529
18.468,-0.074236728,17.84264179,-2.771307056,8.681297622,3.840071398,27.19120933,0.027019493,4.593855068,35.65215529
18.469,-0.077028671,17.85134269,-2.812639727,8.720611805,3.955471118,27.14361276,0.029089019,4.523982393,35.65215529
18.47,-0.079862132,17.86008325,-2.854346407,8.760617966,4.073646705,27.09294564,0.031267271,4.45429567,35.65215529
18.471,-0.082737489,17.86886416,-2.896430069,8.80132312,4.194653572,27.03913971,0.033557989,4.384804023,35.65215529
18.472,-0.085655119,17.87768613,-2.938893283,8.842733828,4.318546863,26.98212653,0.035965004,4.315516893,35.65215529
18.473,-0.088615403,17.88654986,-2.981738161,8.88485613,4.445381231,26.92183776,0.038492244,4.246444051,35.65215529
18.474,-0.091618723,17.89545608,-3.024966309,8.927695477,4.575210586,26.85820536,0.041143731,4.17759561,35.65215529
18.475,-0.094665464,17.9044055,-3.068578762,8.971256655,4.708087809,26.79116186,0.043923586,4.10898204,35.65215529
18.476,-0.097756009,17.91339884,-3.112575922,9.015543695,4.844064436,26.72064065,0.046836028,4.04061418,35.65215529
18.477,-0.100890743,17.92243683,-3.156957492,9.06055979,4.983190304,26.64657636,0.049885375,3.972503256,35.65215529
18.478,-0.104070052,17.9315202,-3.201722397,9.106307189,5.125513154,26.5689052,0.053076044,3.904660891,35.65215529
18.479,-0.107294315,17.94064968,-3.246868704,9.152787095,5.271078192,26.48756542,0.056412554,3.837099124,35.65215529
18.48,-0.110563915,17.94982602,-3.292393538,9.199999546,5.419927604,26.40249774,0.059899524,3.769830426,35.65215529
18.481,-0.113879227,17.95904993,-3.338292983,9.24794329,5.572100019,26.31364589,0.063541672,3.702867711,35.65215529
18.482,-0.117240624,17.96832215,-3.384561986,9.296615654,5.727629918,26.2209572,0.067343819,3.636224358,35.65215529
18.483,-0.120648472,17.9776434,-3.431194247,9.346012394,5.886546979,26.12438321,0.071310881,3.569914224,35.65215529
18.484,-0.124103131,17.98701441,-3.478182102,9.396127542,6.048875368,26.02388038,0.075447876,3.503951662,35.65215529
18.485,-0.127604952,17.99643589,-3.525516404,9.44695324,6.214632957,25.91941088,0.079759916,3.438351535,35.65215529
18.486,-0.131154276,18.00590855,-3.573186386,9.498479564,6.383830473,25.81094337,0.084252208,3.373129238,35.65215529
18.487,-0.134751433,18.01543308,-3.621179524,9.55069433,6.556470574,25.69845396,0.08893005,3.30830071,35.65215529
18.488,-0.138396738,18.02501016,-3.669481393,9.603582899,6.732546847,25.58192716,0.093798829,3.24388245,35.65215529
18.489,-0.142090493,18.03464047,-3.718075504,9.65712796,6.912042725,25.46135701,0.098864014,3.179891539,35.65215529
18.49,-0.14583298,18.04432463,-3.766943144,9.711309311,7.094930324,25.33674816,0.104131156,3.11634565,35.65215529
18.491,-0.149624463,18.05406329,-3.816063206,9.76610362,7.281169195,25.20811715,0.109605877,3.053263065,35.65215529
18.492,-0.153465183,18.06385703,-3.865412006,9.821484184,7.470704989,25.07549374,0.115293868,2.99066269,35.65215529
18.493,-0.157355355,18.07370644,-3.914963103,9.877420669,7.663468048,24.9389223,0.121200876,2.928564068,35.65215529
18.494,-0.161295167,18.08361205,-3.964687101,9.933878851,7.859371904,24.79846329,0.127332704,2.866987391,35.65215529
18.495,-0.165284776,18.09357436,-4.014551459,9.990820344,8.058311708,24.65419488,0.13369519,2.80595351,35.65215529
18.496,-0.169324305,18.10359384,-4.06452029,10.04820232,8.260162595,24.50621454,0.140294207,2.745483947,35.65215529
18.497,-0.173413838,18.1136709,-4.114554161,10.10597725,8.464777973,24.35464078,0.147135641,2.685600899,35.65215529
18.498,-0.17755342,18.12380591,-4.164609894,10.16409258,8.671987785,24.19961488,0.154225384,2.626327242,35.65215529
18.499,-0.18174305,18.13399918,-4.214640369,10.22249052,8.881596718,24.04130272,0.161569317,2.567686535,35.65215529
18.5,-0.185982676,18.14425096,-4.264594334,10.28110773,9.093382418,23.87989656,0.16917329,2.50970302,35.65215529
18.501,-0.190272194,18.15456144,-4.31441623,10.33987506,9.307093701,23.71561687,0.177043106,2.452401612,35.65215529
18.502,-0.194611444,18.16493074,-4.364046017,10.39871736,9.522448818,23.54871408,0.185184502,2.395807895,35.65215529
18.503,-0.199000201,18.17535887,-4.413419033,10.45755321,9.73913378,23.37947028,0.193603122,2.339948105,35.65215529
18.504,-0.203438173,18.18584581,-4.462465866,10.5162948,9.956800805,23.20820087,0.202304499,2.284849114,35.65215529
18.505,-0.207924999,18.1963914,-4.511112261,10.5748477,10.17506692,23.03525594,0.211294025,2.230538406,35.65215529
18.506,-0.212460238,18.20699541,-4.559279055,10.63311085,10.39351275,22.86102157,0.220576924,2.177044047,35.65215529
18.507,-0.217043369,18.21765749,-4.60688216,10.69097645,10.61168162,22.6859208,0.230158224,2.124394647,35.65215529
18.508,-0.221673785,18.22837719,-4.653832591,10.74833003,10.82907889,22.51041435,0.240042724,2.072619318,35.65215529
18.509,-0.226350786,18.23915394,-4.700036546,10.8050505,11.04517177,22.33500093,0.250234962,2.021747626,35.65215529
18.51,-0.231073576,18.24998704,-4.745395554,10.86101035,11.25938948,22.1602171,0.260739179,1.971809529,35.65215529
18.511,-0.235841261,18.26087566,-4.789806681,10.91607591,11.47112402,21.98663667,0.271559287,1.922835311,35.65215529
18.512,-0.240652838,18.27181885,-4.833162825,10.97010775,11.67973144,21.81486951,0.282698826,1.874855508,35.65215529
18.513,-0.245507198,18.28281548,-4.875353077,11.02296112,11.88453381,21.64555972,0.294160932,1.827900826,35.65215529
18.514,-0.250403118,18.29386433,-4.916263179,11.07448657,12.08482182,21.47938313,0.305948295,1.782002045,35.65215529
18.515,-0.255339259,18.30496396,-4.955776063,11.12453066,12.2798582,21.31704405,0.31806312,1.73718992,35.65215529
18.516,-0.260314164,18.31611284,-4.993772489,11.17293684,12.46888184,21.15927129,0.330507092,1.693495074,35.65215529
18.517,-0.265326258,18.32730924,-5.030131765,11.21954634,12.65111279,21.00681329,0.343281334,1.650947874,35.65215529
18.518,-0.270373842,18.33855128,-5.064732565,11.26419937,12.82575798,20.86043262,0.356386375,1.609578313,35.65215529
18.519,-0.275455097,18.34983693,-5.097453826,11.30673622,12.99201775,20.72089955,0.369822109,1.569415876,35.65215529
18.52,-0.280568083,18.361164,-5.128175724,11.34699866,13.14909313,20.58898499,0.383587772,1.530489401,35.65215529
18.521,-0.285710742,18.37253012,-5.156780719,11.38483131,13.29619369,20.46545276,0.397681902,1.492826937,35.65215529
18.522,-0.290880901,18.3839328,-5.18315465,11.42008312,13.43254606,20.3510513,0.412102323,1.456455603,35.65215529
18.523,-0.296076271,18.39536938,-5.207187866,11.45260892,13.55740273,20.246505,0.426846115,1.421401435,35.65215529
18.524,-0.301294461,18.40683706,-5.228776382,11.48227095,13.67005122,20.15250522,0.441909605,1.387689245,35.65215529
18.525,-0.306532977,18.41833292,-5.247823025,11.50894048,13.76982325,20.06970122,0.457288348,1.355342472,35.65215529
18.526,-0.31178923,18.42985391,-5.264238561,11.53249926,13.85610381,19.99869131,0.472977126,1.324383045,35.65215529
18.527,-0.31706055,18.44139685,-5.277942761,11.55284104,13.9283399,19.9400142,0.488969948,1.294831246,35.65215529
